id_question,trial_id,n_options,position,position_label,prob,is_first,is_last
GUN_W26,permutation_2,2,0,A,0.5564,True,False
GUN_W26,permutation_2,2,1,B,0.4436,False,True
GUN_W26,permutation_3,2,0,A,0.5564,True,False
GUN_W26,permutation_3,2,1,B,0.4436,False,True
GUN1_W26,baseline,2,0,A,0.5273,True,False
GUN1_W26,baseline,2,1,B,0.4727,False,True
GUN1_W26,permutation_1,2,0,A,0.5351,True,False
GUN1_W26,permutation_1,2,1,B,0.4649,False,True
GUN1_W26,permutation_2,2,0,A,0.5351,True,False
GUN1_W26,permutation_2,2,1,B,0.4649,False,True
GUN1_W26,permutation_3,2,0,A,0.5351,True,False
GUN1_W26,permutation_3,2,1,B,0.4649,False,True
EVEROWN_W26,baseline,2,0,A,0.5775,True,False
EVEROWN_W26,baseline,2,1,B,0.4225,False,True
EVEROWN_W26,permutation_1,2,0,A,0.5293,True,False
EVEROWN_W26,permutation_1,2,1,B,0.4707,False,True
EVEROWN_W26,permutation_2,2,0,A,0.5293,True,False
EVEROWN_W26,permutation_2,2,1,B,0.4707,False,True
EVEROWN_W26,permutation_3,2,0,A,0.5293,True,False
EVEROWN_W26,permutation_3,2,1,B,0.4707,False,True
NEVEROWN_W26,baseline,2,0,A,0.4766,True,False
NEVEROWN_W26,baseline,2,1,B,0.5234,False,True
NEVEROWN_W26,permutation_1,2,0,A,0.4225,True,False
NEVEROWN_W26,permutation_1,2,1,B,0.5775,False,True
NEVEROWN_W26,permutation_2,2,0,A,0.4225,True,False
NEVEROWN_W26,permutation_2,2,1,B,0.5775,False,True
NEVEROWN_W26,permutation_3,2,0,A,0.4225,True,False
NEVEROWN_W26,permutation_3,2,1,B,0.5775,False,True
GUNTYPEOWNC_W26,baseline,3,0,A,0.335,True,False
GUNTYPEOWNC_W26,baseline,3,1,B,0.4041,False,False
GUNTYPEOWNC_W26,baseline,3,2,C,0.2609,False,True
GUNTYPEOWNC_W26,permutation_1,3,0,A,0.3069,True,False
GUNTYPEOWNC_W26,permutation_1,3,1,B,0.379,False,False
GUNTYPEOWNC_W26,permutation_1,3,2,C,0.3142,False,True
GUNTYPEOWNC_W26,permutation_2,3,0,A,0.3266,True,False
GUNTYPEOWNC_W26,permutation_2,3,1,B,0.4129,False,False
GUNTYPEOWNC_W26,permutation_2,3,2,C,0.2604,False,True
GUNTYPEOWNC_W26,permutation_3,3,0,A,0.2986,True,False
GUNTYPEOWNC_W26,permutation_3,3,1,B,0.3956,False,False
GUNTYPEOWNC_W26,permutation_3,3,2,C,0.3057,False,True
EVERSHOT_W26,baseline,2,0,A,0.4863,True,False
EVERSHOT_W26,baseline,2,1,B,0.5137,False,True
EVERSHOT_W26,permutation_1,2,0,A,0.4571,True,False
EVERSHOT_W26,permutation_1,2,1,B,0.5429,False,True
EVERSHOT_W26,permutation_2,2,0,A,0.4571,True,False
EVERSHOT_W26,permutation_2,2,1,B,0.5429,False,True
EVERSHOT_W26,permutation_3,2,0,A,0.4571,True,False
EVERSHOT_W26,permutation_3,2,1,B,0.5429,False,True
REASONGUNA_W26,baseline,3,0,A,0.592,True,False
REASONGUNA_W26,baseline,3,1,B,0.2607,False,False
REASONGUNA_W26,baseline,3,2,C,0.1474,False,True
REASONGUNA_W26,permutation_1,3,0,A,0.4994,True,False
REASONGUNA_W26,permutation_1,3,1,B,0.2737,False,False
REASONGUNA_W26,permutation_1,3,2,C,0.2269,False,True
REASONGUNA_W26,permutation_2,3,0,A,0.4935,True,False
REASONGUNA_W26,permutation_2,3,1,B,0.2641,False,False
REASONGUNA_W26,permutation_2,3,2,C,0.2424,False,True
REASONGUNA_W26,permutation_3,3,0,A,0.5546,True,False
REASONGUNA_W26,permutation_3,3,1,B,0.2877,False,False
REASONGUNA_W26,permutation_3,3,2,C,0.1577,False,True
REASONGUNB_W26,baseline,3,0,A,0.6202,True,False
REASONGUNB_W26,baseline,3,1,B,0.2467,False,False
REASONGUNB_W26,baseline,3,2,C,0.1331,False,True
REASONGUNB_W26,permutation_1,3,0,A,0.4586,True,False
REASONGUNB_W26,permutation_1,3,1,B,0.2654,False,False
REASONGUNB_W26,permutation_1,3,2,C,0.276,False,True
REASONGUNB_W26,permutation_2,3,0,A,0.6052,True,False
REASONGUNB_W26,permutation_2,3,1,B,0.2465,False,False
REASONGUNB_W26,permutation_2,3,2,C,0.1483,False,True
REASONGUNB_W26,permutation_3,3,0,A,0.512,True,False
REASONGUNB_W26,permutation_3,3,1,B,0.2677,False,False
REASONGUNB_W26,permutation_3,3,2,C,0.2202,False,True
REASONGUNC_W26,baseline,3,0,A,0.5869,True,False
REASONGUNC_W26,baseline,3,1,B,0.2564,False,False
REASONGUNC_W26,baseline,3,2,C,0.1567,False,True
REASONGUNC_W26,permutation_1,3,0,A,0.4999,True,False
REASONGUNC_W26,permutation_1,3,1,B,0.2676,False,False
REASONGUNC_W26,permutation_1,3,2,C,0.2325,False,True
REASONGUNC_W26,permutation_2,3,0,A,0.5452,True,False
REASONGUNC_W26,permutation_2,3,1,B,0.2678,False,False
REASONGUNC_W26,permutation_2,3,2,C,0.187,False,True
REASONGUNC_W26,permutation_3,3,0,A,0.4538,True,False
REASONGUNC_W26,permutation_3,3,1,B,0.271,False,False
REASONGUNC_W26,permutation_3,3,2,C,0.2752,False,True
REASONGUND_W26,baseline,3,0,A,0.543,True,False
REASONGUND_W26,baseline,3,1,B,0.2952,False,False
REASONGUND_W26,baseline,3,2,C,0.1618,False,True
REASONGUND_W26,permutation_1,3,0,A,0.5017,True,False
REASONGUND_W26,permutation_1,3,1,B,0.3019,False,False
REASONGUND_W26,permutation_1,3,2,C,0.1964,False,True
REASONGUND_W26,permutation_2,3,0,A,0.4116,True,False
REASONGUND_W26,permutation_2,3,1,B,0.2965,False,False
REASONGUND_W26,permutation_2,3,2,C,0.2919,False,True
REASONGUND_W26,permutation_3,3,0,A,0.4116,True,False
REASONGUND_W26,permutation_3,3,1,B,0.2965,False,False
REASONGUND_W26,permutation_3,3,2,C,0.2919,False,True
REASONGUNE_W26,baseline,3,0,A,0.5298,True,False
REASONGUNE_W26,baseline,3,1,B,0.2995,False,False
REASONGUNE_W26,baseline,3,2,C,0.1707,False,True
REASONGUNE_W26,permutation_1,3,0,A,0.4096,True,False
REASONGUNE_W26,permutation_1,3,1,B,0.3067,False,False
REASONGUNE_W26,permutation_1,3,2,C,0.2837,False,True
REASONGUNE_W26,permutation_2,3,0,A,0.4947,True,False
REASONGUNE_W26,permutation_2,3,1,B,0.3219,False,False
REASONGUNE_W26,permutation_2,3,2,C,0.1834,False,True
REASONGUNE_W26,permutation_3,3,0,A,0.4947,True,False
REASONGUNE_W26,permutation_3,3,1,B,0.3219,False,False
REASONGUNE_W26,permutation_3,3,2,C,0.1834,False,True
IMPREASONGUN_W26,baseline,5,0,A,0.1698,True,False
IMPREASONGUN_W26,baseline,5,1,B,0.263,False,False
IMPREASONGUN_W26,baseline,5,2,C,0.2549,False,False
IMPREASONGUN_W26,baseline,5,3,D,0.2376,False,False
IMPREASONGUN_W26,baseline,5,4,E,0.0748,False,True
IMPREASONGUN_W26,permutation_1,5,0,A,0.1813,True,False
IMPREASONGUN_W26,permutation_1,5,1,B,0.2638,False,False
IMPREASONGUN_W26,permutation_1,5,2,C,0.2346,False,False
IMPREASONGUN_W26,permutation_1,5,3,D,0.2459,False,False
IMPREASONGUN_W26,permutation_1,5,4,E,0.0744,False,True
IMPREASONGUN_W26,permutation_2,5,0,A,0.1767,True,False
IMPREASONGUN_W26,permutation_2,5,1,B,0.2802,False,False
IMPREASONGUN_W26,permutation_2,5,2,C,0.2512,False,False
IMPREASONGUN_W26,permutation_2,5,3,D,0.2182,False,False
IMPREASONGUN_W26,permutation_2,5,4,E,0.0737,False,True
IMPREASONGUN_W26,permutation_3,5,0,A,0.1734,True,False
IMPREASONGUN_W26,permutation_3,5,1,B,0.2792,False,False
IMPREASONGUN_W26,permutation_3,5,2,C,0.2279,False,False
IMPREASONGUN_W26,permutation_3,5,3,D,0.2297,False,False
IMPREASONGUN_W26,permutation_3,5,4,E,0.0899,False,True
GUNIDENTITY_W26,baseline,4,0,A,0.2921,True,False
GUNIDENTITY_W26,baseline,4,1,B,0.2853,False,False
GUNIDENTITY_W26,baseline,4,2,C,0.299,False,False
GUNIDENTITY_W26,baseline,4,3,D,0.1237,False,True
GUNIDENTITY_W26,permutation_1,4,0,A,0.287,True,False
GUNIDENTITY_W26,permutation_1,4,1,B,0.2961,False,False
GUNIDENTITY_W26,permutation_1,4,2,C,0.276,False,False
GUNIDENTITY_W26,permutation_1,4,3,D,0.141,False,True
GUNIDENTITY_W26,permutation_2,4,0,A,0.287,True,False
GUNIDENTITY_W26,permutation_2,4,1,B,0.2961,False,False
GUNIDENTITY_W26,permutation_2,4,2,C,0.276,False,False
GUNIDENTITY_W26,permutation_2,4,3,D,0.141,False,True
GUNIDENTITY_W26,permutation_3,4,0,A,0.2633,True,False
GUNIDENTITY_W26,permutation_3,4,1,B,0.3078,False,False
GUNIDENTITY_W26,permutation_3,4,2,C,0.2891,False,False
GUNIDENTITY_W26,permutation_3,4,3,D,0.1398,False,True
GUNFRIEND_W26,baseline,4,0,A,0.3558,True,False
GUNFRIEND_W26,baseline,4,1,B,0.2686,False,False
GUNFRIEND_W26,baseline,4,2,C,0.2728,False,False
GUNFRIEND_W26,baseline,4,3,D,0.1027,False,True
GUNFRIEND_W26,permutation_1,4,0,A,0.3307,True,False
GUNFRIEND_W26,permutation_1,4,1,B,0.2657,False,False
GUNFRIEND_W26,permutation_1,4,2,C,0.2829,False,False
GUNFRIEND_W26,permutation_1,4,3,D,0.1207,False,True
GUNFRIEND_W26,permutation_2,4,0,A,0.3274,True,False
GUNFRIEND_W26,permutation_2,4,1,B,0.2549,False,False
GUNFRIEND_W26,permutation_2,4,2,C,0.2934,False,False
GUNFRIEND_W26,permutation_2,4,3,D,0.1243,False,True
GUNFRIEND_W26,permutation_3,4,0,A,0.3018,True,False
GUNFRIEND_W26,permutation_3,4,1,B,0.2561,False,False
GUNFRIEND_W26,permutation_3,4,2,C,0.288,False,False
GUNFRIEND_W26,permutation_3,4,3,D,0.1541,False,True
GUNSOCIETY_W26,baseline,2,0,A,0.5195,True,False
GUNSOCIETY_W26,baseline,2,1,B,0.4805,False,True
GUNSOCIETY_W26,permutation_1,2,0,A,0.5098,True,False
GUNSOCIETY_W26,permutation_1,2,1,B,0.4902,False,True
GUNSOCIETY_W26,permutation_2,2,0,A,0.5098,True,False
GUNSOCIETY_W26,permutation_2,2,1,B,0.4902,False,True
GUNSOCIETY_W26,permutation_3,2,0,A,0.5098,True,False
GUNSOCIETY_W26,permutation_3,2,1,B,0.4902,False,True
GUNCOMMUNITY_W26,baseline,2,0,A,0.5983,True,False
GUNCOMMUNITY_W26,baseline,2,1,B,0.4017,False,True
GUNCOMMUNITY_W26,permutation_1,2,0,A,0.5813,True,False
GUNCOMMUNITY_W26,permutation_1,2,1,B,0.4187,False,True
GUNCOMMUNITY_W26,permutation_2,2,0,A,0.5813,True,False
GUNCOMMUNITY_W26,permutation_2,2,1,B,0.4187,False,True
GUNCOMMUNITY_W26,permutation_3,2,0,A,0.5813,True,False
GUNCOMMUNITY_W26,permutation_3,2,1,B,0.4187,False,True
SHOOTFREQ_W26,baseline,4,0,A,0.2841,True,False
SHOOTFREQ_W26,baseline,4,1,B,0.3025,False,False
SHOOTFREQ_W26,baseline,4,2,C,0.2356,False,False
SHOOTFREQ_W26,baseline,4,3,D,0.1778,False,True
SHOOTFREQ_W26,permutation_1,4,0,A,0.2127,True,False
SHOOTFREQ_W26,permutation_1,4,1,B,0.3144,False,False
SHOOTFREQ_W26,permutation_1,4,2,C,0.2668,False,False
SHOOTFREQ_W26,permutation_1,4,3,D,0.2062,False,True
SHOOTFREQ_W26,permutation_2,4,0,A,0.2868,True,False
SHOOTFREQ_W26,permutation_2,4,1,B,0.3076,False,False
SHOOTFREQ_W26,permutation_2,4,2,C,0.2233,False,False
SHOOTFREQ_W26,permutation_2,4,3,D,0.1823,False,True
SHOOTFREQ_W26,permutation_3,4,0,A,0.2476,True,False
SHOOTFREQ_W26,permutation_3,4,1,B,0.3205,False,False
SHOOTFREQ_W26,permutation_3,4,2,C,0.2535,False,False
SHOOTFREQ_W26,permutation_3,4,3,D,0.1784,False,True
GUNSAFE_W26,baseline,3,0,A,0.3369,True,False
GUNSAFE_W26,baseline,3,1,B,0.3817,False,False
GUNSAFE_W26,baseline,3,2,C,0.2814,False,True
GUNSAFE_W26,permutation_1,3,0,A,0.2974,True,False
GUNSAFE_W26,permutation_1,3,1,B,0.3909,False,False
GUNSAFE_W26,permutation_1,3,2,C,0.3117,False,True
GUNSAFE_W26,permutation_2,3,0,A,0.3182,True,False
GUNSAFE_W26,permutation_2,3,1,B,0.3898,False,False
GUNSAFE_W26,permutation_2,3,2,C,0.292,False,True
GUNSAFE_W26,permutation_3,3,0,A,0.3182,True,False
GUNSAFE_W26,permutation_3,3,1,B,0.3898,False,False
GUNSAFE_W26,permutation_3,3,2,C,0.292,False,True
GUNSAFE2_W26,baseline,3,0,A,0.3563,True,False
GUNSAFE2_W26,baseline,3,1,B,0.3705,False,False
GUNSAFE2_W26,baseline,3,2,C,0.2732,False,True
GUNSAFE2_W26,permutation_1,3,0,A,0.342,True,False
GUNSAFE2_W26,permutation_1,3,1,B,0.3875,False,False
GUNSAFE2_W26,permutation_1,3,2,C,0.2705,False,True
GUNSAFE2_W26,permutation_2,3,0,A,0.295,True,False
GUNSAFE2_W26,permutation_2,3,1,B,0.3909,False,False
GUNSAFE2_W26,permutation_2,3,2,C,0.3141,False,True
GUNSAFE2_W26,permutation_3,3,0,A,0.3104,True,False
GUNSAFE2_W26,permutation_3,3,1,B,0.4048,False,False
GUNSAFE2_W26,permutation_3,3,2,C,0.2848,False,True
GUNCOURSES_W26,baseline,2,0,A,0.5137,True,False
GUNCOURSES_W26,baseline,2,1,B,0.4863,False,True
GUNCOURSES_W26,permutation_1,2,0,A,0.5195,True,False
GUNCOURSES_W26,permutation_1,2,1,B,0.4805,False,True
GUNCOURSES_W26,permutation_2,2,0,A,0.5195,True,False
GUNCOURSES_W26,permutation_2,2,1,B,0.4805,False,True
GUNCOURSES_W26,permutation_3,2,0,A,0.5195,True,False
GUNCOURSES_W26,permutation_3,2,1,B,0.4805,False,True
GUNACCESS_W26,baseline,4,0,A,0.2905,True,False
GUNACCESS_W26,baseline,4,1,B,0.2905,False,False
GUNACCESS_W26,baseline,4,2,C,0.2316,False,False
GUNACCESS_W26,baseline,4,3,D,0.1875,False,True
GUNACCESS_W26,permutation_1,4,0,A,0.2504,True,False
GUNACCESS_W26,permutation_1,4,1,B,0.3216,False,False
GUNACCESS_W26,permutation_1,4,2,C,0.239,False,False
GUNACCESS_W26,permutation_1,4,3,D,0.189,False,True
GUNACCESS_W26,permutation_2,4,0,A,0.2504,True,False
GUNACCESS_W26,permutation_2,4,1,B,0.3216,False,False
GUNACCESS_W26,permutation_2,4,2,C,0.239,False,False
GUNACCESS_W26,permutation_2,4,3,D,0.189,False,True
GUNACCESS_W26,permutation_3,4,0,A,0.2952,True,False
GUNACCESS_W26,permutation_3,4,1,B,0.307,False,False
GUNACCESS_W26,permutation_3,4,2,C,0.2335,False,False
GUNACCESS_W26,permutation_3,4,3,D,0.1643,False,True
GUNLOCKED1_W26,baseline,3,0,A,0.3014,True,False
GUNLOCKED1_W26,baseline,3,1,B,0.4088,False,False
GUNLOCKED1_W26,baseline,3,2,C,0.2898,False,True
GUNLOCKED1_W26,permutation_1,3,0,A,0.2977,True,False
GUNLOCKED1_W26,permutation_1,3,1,B,0.3975,False,False
GUNLOCKED1_W26,permutation_1,3,2,C,0.3048,False,True
GUNLOCKED1_W26,permutation_2,3,0,A,0.3004,True,False
GUNLOCKED1_W26,permutation_2,3,1,B,0.3798,False,False
GUNLOCKED1_W26,permutation_2,3,2,C,0.3198,False,True
GUNLOCKED1_W26,permutation_3,3,0,A,0.3032,True,False
GUNLOCKED1_W26,permutation_3,3,1,B,0.3715,False,False
GUNLOCKED1_W26,permutation_3,3,2,C,0.3253,False,True
GUNLOADED1_W26,baseline,3,0,A,0.2926,True,False
GUNLOADED1_W26,baseline,3,1,B,0.4126,False,False
GUNLOADED1_W26,baseline,3,2,C,0.2949,False,True
GUNLOADED1_W26,permutation_1,3,0,A,0.3137,True,False
GUNLOADED1_W26,permutation_1,3,1,B,0.4322,False,False
GUNLOADED1_W26,permutation_1,3,2,C,0.2541,False,True
GUNLOADED1_W26,permutation_2,3,0,A,0.3137,True,False
GUNLOADED1_W26,permutation_2,3,1,B,0.4322,False,False
GUNLOADED1_W26,permutation_2,3,2,C,0.2541,False,True
GUNLOADED1_W26,permutation_3,3,0,A,0.3137,True,False
GUNLOADED1_W26,permutation_3,3,1,B,0.4322,False,False
GUNLOADED1_W26,permutation_3,3,2,C,0.2541,False,True
GUNLOCKED2_W26,baseline,2,0,A,0.434,True,False
GUNLOCKED2_W26,baseline,2,1,B,0.566,False,True
GUNLOCKED2_W26,permutation_1,2,0,A,0.4746,True,False
GUNLOCKED2_W26,permutation_1,2,1,B,0.5254,False,True
GUNLOCKED2_W26,permutation_2,2,0,A,0.4746,True,False
GUNLOCKED2_W26,permutation_2,2,1,B,0.5254,False,True
GUNLOCKED2_W26,permutation_3,2,0,A,0.4746,True,False
GUNLOCKED2_W26,permutation_3,2,1,B,0.5254,False,True
GUNLOADED2_W26,baseline,2,0,A,0.4649,True,False
GUNLOADED2_W26,baseline,2,1,B,0.5351,False,True
GUNLOADED2_W26,permutation_1,2,0,A,0.498,True,False
GUNLOADED2_W26,permutation_1,2,1,B,0.502,False,True
GUNLOADED2_W26,permutation_2,2,0,A,0.498,True,False
GUNLOADED2_W26,permutation_2,2,1,B,0.502,False,True
GUNLOADED2_W26,permutation_3,2,0,A,0.498,True,False
GUNLOADED2_W26,permutation_3,2,1,B,0.502,False,True
GUNCONTRIBA_W26,baseline,4,0,A,0.304,True,False
GUNCONTRIBA_W26,baseline,4,1,B,0.3064,False,False
GUNCONTRIBA_W26,baseline,4,2,C,0.2368,False,False
GUNCONTRIBA_W26,baseline,4,3,D,0.1529,False,True
GUNCONTRIBA_W26,permutation_1,4,0,A,0.2932,True,False
GUNCONTRIBA_W26,permutation_1,4,1,B,0.2979,False,False
GUNCONTRIBA_W26,permutation_1,4,2,C,0.2431,False,False
GUNCONTRIBA_W26,permutation_1,4,3,D,0.1658,False,True
GUNCONTRIBA_W26,permutation_2,4,0,A,0.31,True,False
GUNCONTRIBA_W26,permutation_2,4,1,B,0.3174,False,False
GUNCONTRIBA_W26,permutation_2,4,2,C,0.234,False,False
GUNCONTRIBA_W26,permutation_2,4,3,D,0.1386,False,True
GUNCONTRIBA_W26,permutation_3,4,0,A,0.2953,True,False
GUNCONTRIBA_W26,permutation_3,4,1,B,0.3119,False,False
GUNCONTRIBA_W26,permutation_3,4,2,C,0.2373,False,False
GUNCONTRIBA_W26,permutation_3,4,3,D,0.1556,False,True
GUNCONTRIBB_W26,baseline,4,0,A,0.3112,True,False
GUNCONTRIBB_W26,baseline,4,1,B,0.3064,False,False
GUNCONTRIBB_W26,baseline,4,2,C,0.2295,False,False
GUNCONTRIBB_W26,baseline,4,3,D,0.1529,False,True
GUNCONTRIBB_W26,permutation_1,4,0,A,0.2974,True,False
GUNCONTRIBB_W26,permutation_1,4,1,B,0.3142,False,False
GUNCONTRIBB_W26,permutation_1,4,2,C,0.2353,False,False
GUNCONTRIBB_W26,permutation_1,4,3,D,0.1531,False,True
GUNCONTRIBB_W26,permutation_2,4,0,A,0.2873,True,False
GUNCONTRIBB_W26,permutation_2,4,1,B,0.3255,False,False
GUNCONTRIBB_W26,permutation_2,4,2,C,0.2382,False,False
GUNCONTRIBB_W26,permutation_2,4,3,D,0.149,False,True
GUNCONTRIBB_W26,permutation_3,4,0,A,0.313,True,False
GUNCONTRIBB_W26,permutation_3,4,1,B,0.3306,False,False
GUNCONTRIBB_W26,permutation_3,4,2,C,0.2085,False,False
GUNCONTRIBB_W26,permutation_3,4,3,D,0.1479,False,True
GUNCONTRIBC_W26,baseline,4,0,A,0.3095,True,False
GUNCONTRIBC_W26,baseline,4,1,B,0.293,False,False
GUNCONTRIBC_W26,baseline,4,2,C,0.2318,False,False
GUNCONTRIBC_W26,baseline,4,3,D,0.1657,False,True
GUNCONTRIBC_W26,permutation_1,4,0,A,0.3162,True,False
GUNCONTRIBC_W26,permutation_1,4,1,B,0.3113,False,False
GUNCONTRIBC_W26,permutation_1,4,2,C,0.2208,False,False
GUNCONTRIBC_W26,permutation_1,4,3,D,0.1517,False,True
GUNCONTRIBC_W26,permutation_2,4,0,A,0.3126,True,False
GUNCONTRIBC_W26,permutation_2,4,1,B,0.3054,False,False
